group_id,group_size,splits_source,num_unique_transcriptions,transcriptions,sample_ids,source_ids
8505,2,train_source,1,графический,cyr_word_008506 | cyr_word_008773,ahh268.png | ahh3141.png
8513,3,train_source,1,теоритическая,cyr_word_008514 | cyr_word_008774 | cyr_word_017687,ahh269.png | ahh3142.png | aw1282.png
8522,2,train_source,1,экономика,cyr_word_008523 | cyr_word_009381,ahh2699.png | ahh4327.png
8523,3,train_source,1,после,cyr_word_008524 | cyr_word_008775 | cyr_word_017688,ahh270.png | ahh3143.png | aw1283.png
8524,2,train_source,1,налоги:,cyr_word_008525 | cyr_word_009382,ahh2701.png | ahh4329.png
8525,2,train_source,1,земельный,cyr_word_008526 | cyr_word_009384,ahh2702.png | ahh4330.png
8526,2,train_source,1,процесс,cyr_word_008527 | cyr_word_009385,ahh2707.png | ahh4335.png
8527,2,train_source,1,создания,cyr_word_008528 | cyr_word_009386,ahh2708.png | ahh4336.png
8528,2,train_source,1,спец. налоговый,cyr_phrase_008529 | cyr_phrase_009387,ahh2709.png | ahh4337.png
8529,3,train_source,1,метод,cyr_word_008530 | cyr_word_008776 | cyr_word_017689,ahh271.png | ahh3144.png | aw1284.png
8530,2,train_source,1,режим,cyr_word_008531 | cyr_word_009388,ahh2710.png | ahh4338.png
8531,2,train_source,2,производство || производство-,cyr_word_008532 | cyr_word_009389,ahh2711.png | ahh4339.png
8532,2,train_source,1,материальных,cyr_word_008533 | cyr_word_009391,ahh2712.png | ahh4340.png
8533,2,train_source,1,благ,cyr_word_008534 | cyr_word_009392,ahh2713.png | ahh4341.png
8534,2,train_source,1,распределения,cyr_word_008535 | cyr_word_009393,ahh2715.png | ahh4343.png
8535,2,train_source,1,стадия,cyr_word_008536 | cyr_word_009394,ahh2716.png | ahh4344.png
8536,2,train_source,1,определа,cyr_word_008537 | cyr_word_009395,ahh2717.png | ahh4345.png
8537,2,train_source,1,этапы,cyr_word_008538 | cyr_word_009396,ahh2719.png | ahh4347.png
8538,3,train_source,1,научных,cyr_word_008539 | cyr_word_008777 | cyr_word_017690,ahh272.png | ahh3145.png | aw1285.png
8539,2,train_source,1,кол-во,cyr_word_008540 | cyr_word_009399,ahh2722.png | ahh4350.png
8540,2,train_source,1,производ,cyr_word_008541 | cyr_word_009400,ahh2723.png | ahh4351.png
8541,2,train_source,1,это,cyr_word_008542 | cyr_word_009401,ahh2725.png | ahh4353.png
8542,2,train_source,1,исходная,cyr_word_008543 | cyr_word_009402,ahh2726.png | ahh4354.png
8543,2,train_source,1,долей,cyr_word_008544 | cyr_word_009403,ahh2727.png | ahh4355.png
8544,2,train_source,1,котором,cyr_word_008545 | cyr_word_009405,ahh2729.png | ahh4357.png
8545,2,train_source,1,субъект,cyr_word_008546 | cyr_word_009406,ahh2731.png | ahh4359.png
8546,2,train_source,1,ключевая,cyr_word_008547 | cyr_word_009407,ahh2732.png | ahh4360.png
8547,2,train_source,1,экономического,cyr_word_008548 | cyr_word_009408,ahh2733.png | ahh4361.png
8548,2,train_source,2,имперический || имперических,cyr_word_008549 | cyr_word_017691,ahh274.png | aw1287.png
8550,2,train_source,1,стадии,cyr_word_008551 | cyr_word_009411,ahh2743.png | ahh4371.png
8551,2,train_source,1,создания,cyr_word_008552 | cyr_word_009412,ahh2744.png | ahh4372.png
8552,2,train_source,1,материальных,cyr_word_008553 | cyr_word_009413,ahh2745.png | ahh4373.png
8553,2,train_source,1,благ:,cyr_word_008554 | cyr_word_009414,ahh2746.png | ahh4374.png
8554,2,train_source,1,сущ-,cyr_word_008555 | cyr_word_009416,ahh2748.png | ahh4376.png
8555,2,train_source,1,потребности,cyr_word_008556 | cyr_word_009417,ahh2750.png | ahh4378.png
8556,2,train_source,1,продукции,cyr_word_008557 | cyr_word_009419,ahh2752.png | ahh4380.png
8557,2,train_source,1,обмен,cyr_word_008558 | cyr_word_009420,ahh2755.png | ahh4383.png
8558,2,train_source,1,стадия,cyr_word_008559 | cyr_word_009421,ahh2756.png | ahh4384.png
8559,2,train_source,1,движения,cyr_word_008560 | cyr_word_009422,ahh2757.png | ahh4385.png
8560,2,train_source,1,горы,cyr_word_008561 | cyr_word_009423,ahh2758.png | ahh4386.png
8561,2,train_source,1,производст,cyr_word_008562 | cyr_word_009424,ahh2759.png | ahh4387.png
8562,2,train_source,1,материальных,cyr_word_008563 | cyr_word_009425,ahh2760.png | ahh4388.png
8563,2,train_source,1,услуг,cyr_word_008564 | cyr_word_009427,ahh2762.png | ahh4390.png
8564,2,train_source,1,чел-ки,cyr_word_008565 | cyr_word_009428,ahh2764.png | ahh4392.png
8565,2,train_source,1,факте,cyr_word_008566 | cyr_word_009429,ahh2765.png | ahh4393.png
8566,2,train_source,1,труд,cyr_word_008567 | cyr_word_009430,ahh2766.png | ahh4394.png
8567,2,train_source,1,одного субъекта,cyr_phrase_008568 | cyr_phrase_009432,ahh2768.png | ahh4396.png
8568,2,train_source,1,труда,cyr_word_008569 | cyr_word_009434,ahh2770.png | ahh4398.png
8569,2,train_source,1,т.е,cyr_word_008570 | cyr_word_009435,ahh2771.png | ahh4399.png
8570,2,train_source,1,обмен,cyr_word_008571 | cyr_word_009437,ahh2772.png | ahh4400.png
8571,2,train_source,1,факт,cyr_word_008572 | cyr_word_009438,ahh2774.png | ahh4402.png
8572,2,train_source,1,блал,cyr_word_008573 | cyr_word_009439,ahh2776.png | ahh4404.png
8573,2,train_source,1,гос,cyr_word_008574 | cyr_word_009440,ahh2777.png | ahh4405.png
8574,2,train_source,1,абстракции,cyr_word_008575 | cyr_word_009441,ahh2779.png | ahh4407.png
8575,2,train_source,1,налоговый,cyr_word_008576 | cyr_word_009442,ahh2780.png | ahh4408.png
8576,2,train_source,1,рента,cyr_word_008577 | cyr_word_009444,ahh2783.png | ahh4411.png
8577,2,train_source,2,плата || плача,cyr_word_008578 | cyr_word_009445,ahh2784.png | ahh4412.png
8578,2,train_source,1,гос-,cyr_word_008579 | cyr_word_009446,ahh2786.png | ahh4414.png
8579,2,train_source,1,труд,cyr_word_008580 | cyr_word_009447,ahh2789.png | ahh4417.png
8580,2,train_source,1,т.е,cyr_word_008581 | cyr_word_009449,ahh2793.png | ahh4421.png
8582,3,train_source,1,данных,cyr_word_008583 | cyr_word_008780 | cyr_word_017693,ahh280.png | ahh3153.png | aw1293.png
8583,2,train_source,1,товар,cyr_word_008584 | cyr_word_009452,ahh2801.png | ahh4429.png
8586,2,train_source,1,землю,cyr_word_008587 | cyr_word_009453,ahh2805.png | ahh4433.png
8588,2,train_source,1,пользу,cyr_word_008589 | cyr_word_009454,ahh2807.png | ahh4435.png
8590,3,train_source,1,или,cyr_word_008591 | cyr_word_008781 | cyr_word_017694,ahh281.png | ahh3154.png | aw1294.png
8600,3,train_source,1,отвлеченые,cyr_word_008601 | cyr_word_008782 | cyr_word_017695,ahh283.png | ahh3156.png | aw1296.png
8616,3,train_source,1,т.е,cyr_word_008617 | cyr_word_008784 | cyr_word_017696,ahh285.png | ahh3158.png | aw1298.png
8625,3,train_source,1,или,cyr_word_008626 | cyr_word_008787 | cyr_word_017698,ahh287.png | ahh3160.png | aw1300.png
8634,3,train_source,1,цена,cyr_word_008635 | cyr_word_008789 | cyr_word_017699,ahh289.png | ahh3162.png | aw1302.png
8646,3,train_source,1,петровские,cyr_word_008647 | cyr_word_008791 | cyr_word_017701,ahh292.png | ahh3165.png | aw1305.png
8649,2,train_source,1,времена,cyr_word_008650 | cyr_word_008792,ahh293.png | ahh3166.png
8652,2,train_source,1,фактов,cyr_word_008653 | cyr_word_008793,ahh294.png | ahh3167.png
8658,2,train_source,1,средств,cyr_word_008661 | cyr_word_008794,ahh296.png | ahh3169.png
8659,2,train_source,1,научных,cyr_word_008673 | cyr_word_017702,ahh298.png | aw1311.png
8662,3,train_source,1,уровне,cyr_word_008686 | cyr_word_008796 | cyr_word_017703,ahh300.png | ahh3173.png | aw1313.png
8666,2,train_source,1,рова,cyr_word_008697 | cyr_word_008797,ahh302.png | ahh3175.png
8672,2,train_source,1,какои,cyr_word_008724 | cyr_word_017645,ahh3068.png | aw1208.png
8674,2,train_source,1,чельная,cyr_word_008728 | cyr_word_017647,ahh3072.png | aw1212.png
8682,2,train_source,1,бление,cyr_word_008754 | cyr_word_017668,ahh3111.png | aw1251.png
8683,2,train_source,1,эконом,cyr_word_008755 | cyr_word_017670,ahh3114.png | aw1254.png
8685,2,train_source,1,системный,cyr_word_008758 | cyr_word_017675,ahh3122.png | aw1262.png
8687,2,train_source,1,законы,cyr_word_008771 | cyr_word_017685,ahh3138.png | aw1278.png
8690,2,train_source,1,позволяет,cyr_word_008779 | cyr_word_017692,ahh3149.png | aw1289.png
8695,2,train_source,1,кого,cyr_word_008790 | cyr_word_017700,ahh3164.png | aw1304.png
8733,2,train_source,1,выборы,cyr_word_008857 | cyr_word_017619,ahh3263.png | aw1150.png
8735,2,train_source,1,технологий,cyr_word_008860 | cyr_word_017621,ahh3266.png | aw1153.png
8947,2,train_source,1,области,cyr_word_009102 | cyr_word_017697,ahh3718.png | aw13.png
8948,2,train_source,1,октября,cyr_word_009103 | cyr_word_017725,ahh3724.png | aw19.png
8950,2,train_source,1,отвественностью,cyr_word_009105 | cyr_word_017736,ahh3731.png | aw26.png
8951,2,train_source,1,охранная,cyr_word_009106 | cyr_word_017737,ahh3732.png | aw27.png
8955,2,train_source,1,октября 2019 г.,cyr_phrase_009110 | cyr_phrase_017773,ahh3757.png | aw52.png
8958,2,train_source,1,управление,cyr_word_009113 | cyr_word_017787,ahh3768.png | aw63.png
8962,2,train_source,1,ское,cyr_word_009117 | cyr_word_009291,ahh3779.png | ahh405.png
8964,2,train_source,1,произв,cyr_word_009119 | cyr_word_009298,ahh3780.png | ahh406.png
8965,2,train_source,1,создает,cyr_word_009120 | cyr_word_009325,ahh3785.png | ahh411.png
8966,2,train_source,1,лишь,cyr_word_009121 | cyr_word_009329,ahh3786.png | ahh412.png
8967,2,train_source,1,власть,cyr_word_009122 | cyr_word_009342,ahh3789.png | ahh415.png
8970,2,train_source,1,пролегарна,cyr_word_009125 | cyr_word_009352,ahh3793.png | ahh419.png
8971,2,train_source,1,руки,cyr_word_009126 | cyr_word_009357,ahh3795.png | ahh421.png
8972,2,train_source,1,чтобы,cyr_word_009127 | cyr_word_009360,ahh3796.png | ahh422.png
8973,2,train_source,1,убрать,cyr_word_009128 | cyr_word_009364,ahh3797.png | ahh423.png
8974,2,train_source,1,построение,cyr_word_009129 | cyr_word_009365,ahh3799.png | ahh425.png
8976,2,train_source,1,социолизма,cyr_word_009131 | cyr_word_009367,ahh3800.png | ahh426.png
8977,2,train_source,1,идея,cyr_word_009132 | cyr_word_009372,ahh3802.png | ahh428.png
8978,2,train_source,1,отн,cyr_word_009133 | cyr_word_009376,ahh3804.png | ahh430.png
8979,2,train_source,1,спо,cyr_word_009134 | cyr_word_009377,ahh3805.png | ahh431.png
8980,2,train_source,1,собен,cyr_word_009135 | cyr_word_009379,ahh3806.png | ahh432.png
8981,2,train_source,1,обеспечить,cyr_word_009136 | cyr_word_009383,ahh3807.png | ahh433.png
8982,2,train_source,1,государ,cyr_word_009137 | cyr_word_009390,ahh3808.png | ahh434.png
8983,2,train_source,1,рынок,cyr_word_009138 | cyr_word_009398,ahh3809.png | ahh435.png
8985,2,train_source,1,социал,cyr_word_009140 | cyr_word_009418,ahh3812.png | ahh438.png
8986,2,train_source,1,экон,cyr_word_009141 | cyr_word_009426,ahh3813.png | ahh439.png
8987,2,train_source,1,главные,cyr_word_009142 | cyr_word_009436,ahh3814.png | ahh440.png
8988,2,train_source,1,идеи:,cyr_word_009143 | cyr_word_009443,ahh3815.png | ahh441.png
8989,2,train_source,1,должно регулир,cyr_phrase_009144 | cyr_phrase_009457,ahh3818.png | ahh444.png
8990,2,train_source,2,экономи || экономик,cyr_word_009145 | cyr_word_009463,ahh3819.png | ahh445.png
8991,2,train_source,1,джон,cyr_word_009146 | cyr_word_009481,ahh3822.png | ahh448.png
8992,2,train_source,1,кейн,cyr_word_009147 | cyr_word_009483,ahh3823.png | ahh449.png
8993,2,train_source,1,отказ,cyr_word_009148 | cyr_word_009489,ahh3824.png | ahh450.png
8994,2,train_source,1,идеи,cyr_word_009149 | cyr_word_009500,ahh3826.png | ahh452.png
8998,2,train_source,1,классовом,cyr_word_009153 | cyr_word_009525,ahh3834.png | ahh460.png
9178,2,train_source,1,причина,cyr_word_009509 | cyr_word_017776,ahh4546.png | aw570.png
9226,2,train_source,1,гидравлический,cyr_word_009558 | cyr_word_017602,ahh4711.png | aw1063.png
9232,2,train_source,1,тношение,cyr_word_009564 | cyr_word_017808,ahh4765.png | aw806.png
9233,2,train_source,1,субъектом,cyr_word_009565 | cyr_word_017809,ahh4767.png | aw808.png
9235,2,train_source,1,другом,cyr_word_009567 | cyr_word_017829,ahh4771.png | aw812.png
9238,2,train_source,1,или,cyr_word_009570 | cyr_word_017840,ahh4784.png | aw825.png
9239,2,train_source,1,хор-,cyr_word_009571 | cyr_word_017843,ahh4787.png | aw828.png
9243,2,train_source,1,какому,cyr_word_009575 | cyr_word_017849,ahh4796.png | aw837.png
9246,2,train_source,1,между,cyr_word_009578 | cyr_word_017856,ahh4817.png | aw858.png
9248,2,train_source,1,субъектом,cyr_word_009580 | cyr_word_017861,ahh4822.png | aw863.png
9249,2,train_source,2,одной || одном,cyr_word_009581 | cyr_word_017862,ahh4824.png | aw865.png
9250,2,train_source,1,собственника,cyr_word_009582 | cyr_word_017864,ahh4826.png | aw867.png
9252,2,train_source,1,или,cyr_word_009584 | cyr_word_017873,ahh4842.png | aw883.png
9254,2,train_source,1,своему,cyr_word_009586 | cyr_word_017884,ahh4847.png | aw888.png
9256,2,train_source,1,определенных,cyr_word_009588 | cyr_word_017906,ahh4861.png | aw902.png
9257,2,train_source,1,ресурсов,cyr_word_009589 | cyr_word_017907,ahh4866.png | aw907.png
9259,2,train_source,1,тео,cyr_word_009591 | cyr_word_017740,ahh4882.png | aw358.png
9260,2,train_source,1,предмет,cyr_word_009592 | cyr_word_017741,ahh4887.png | aw363.png
9261,2,train_source,1,экономик,cyr_word_009593 | cyr_word_017742,ahh4891.png | aw367.png
9264,2,train_source,1,экономии,cyr_word_009596 | cyr_word_017743,ahh4901.png | aw377.png
9265,2,train_source,1,тесно,cyr_word_009597 | cyr_word_017744,ahh4902.png | aw378.png
9266,2,train_source,1,ком,cyr_word_009598 | cyr_word_017745,ahh4903.png | aw379.png
9267,2,train_source,1,экономика,cyr_word_009599 | cyr_word_017746,ahh4906.png | aw382.png
9269,2,train_source,1,учение,cyr_word_009601 | cyr_word_017747,ahh4913.png | aw389.png
9271,2,train_source,1,экономика,cyr_word_009603 | cyr_word_017748,ahh4925.png | aw401.png
9273,2,train_source,1,хоз,cyr_word_009605 | cyr_word_017750,ahh4934.png | aw410.png
9274,2,train_source,1,430,cyr_word_009606 | cyr_word_017751,ahh4939.png | aw415.png
9275,2,train_source,2,355 ден. || 355 дон.,cyr_phrase_009607 | cyr_phrase_017752,ahh4940.png | aw416.png
9276,2,train_source,1,спустя,cyr_word_009608 | cyr_word_017754,ahh4946.png | aw422.png
9277,2,train_source,2,десяти || десячи,cyr_word_009609 | cyr_word_017756,ahh4948.png | aw424.png
9280,2,train_source,1,как,cyr_word_009612 | cyr_word_017757,ahh4958.png | aw434.png
9281,2,train_source,1,экономику,cyr_word_009613 | cyr_word_017758,ahh4959.png | aw435.png
9282,2,train_source,1,науку,cyr_word_009614 | cyr_word_017759,ahh4961.png | aw437.png
9284,2,train_source,1,благ,cyr_word_009616 | cyr_word_017760,ahh4964.png | aw440.png
9288,2,train_source,1,искусство,cyr_word_009620 | cyr_word_017763,ahh4980.png | aw456.png
9292,2,train_source,1,был,cyr_word_009624 | cyr_word_017764,ahh4992.png | aw468.png
9293,2,train_source,1,14-15,cyr_word_009625 | cyr_word_017765,ahh5002.png | aw478.png
9294,2,train_source,1,учебник:,cyr_word_009626 | cyr_word_017766,ahh5006.png | aw482.png
9295,2,train_source,1,рок,cyr_word_009627 | cyr_word_017768,ahh5009.png | aw485.png
9297,2,train_source,1,что,cyr_word_009629 | cyr_word_017769,ahh5010.png | aw486.png
9300,2,train_source,1,крестьян,cyr_word_009632 | cyr_word_017770,ahh5023.png | aw499.png
9304,2,train_source,1,единого,cyr_word_009636 | cyr_word_017771,ahh5031.png | aw507.png
9305,2,train_source,1,теория,cyr_word_009637 | cyr_word_017772,ahh5032.png | aw508.png
9308,2,train_source,1,имущество,cyr_word_009640 | cyr_word_017774,ahh5055.png | aw531.png
9309,2,train_source,1,феодаль,cyr_word_009641 | cyr_word_017775,ahh5066.png | aw542.png
9347,2,train_source,1,насколько,cyr_word_009679 | cyr_word_014545,ahh5296.png | aqq333.png
9348,3,train_source,1,поэтическое,cyr_word_009680 | cyr_word_014546 | cyr_word_024300,ahh5298.png | aqq335.png | dbs342.png
9350,3,train_source,1,дополненное,cyr_word_009682 | cyr_word_014547 | cyr_word_024301,ahh5300.png | aqq337.png | dbs344.png
9351,3,train_source,1,смыслом,cyr_word_009683 | cyr_word_014548 | cyr_word_024302,ahh5301.png | aqq338.png | dbs345.png
9352,3,train_source,1,направленное,cyr_word_009684 | cyr_word_014549 | cyr_word_024303,ahh5302.png | aqq339.png | dbs346.png
9354,3,train_source,1,начало,cyr_word_009686 | cyr_word_014551 | cyr_word_024316,ahh5310.png | aqq347.png | dbs354.png
9355,2,train_source,1,"автор уверен,",cyr_phrase_009687 | cyr_phrase_014552,ahh5313.png | aqq350.png
9356,2,train_source,1,непрерывной,cyr_word_009688 | cyr_word_014553,ahh5316.png | aqq353.png
9357,3,train_source,1,поэтическое,cyr_word_009689 | cyr_word_014554 | cyr_word_024322,ahh5319.png | aqq356.png | dbs363.png
9359,2,train_source,1,"определяющие,",cyr_word_009691 | cyr_word_014555,ahh5321.png | aqq358.png
9360,3,train_source,1,способные,cyr_word_009692 | cyr_word_014556 | cyr_word_024331,ahh5322.png | aqq359.png | dbs366.png
9361,3,train_source,1,сподвигнуть,cyr_word_009693 | cyr_word_014557 | cyr_word_024336,ahh5323.png | aqq360.png | dbs367.png
9362,3,train_source,1,личность,cyr_word_009694 | cyr_word_014558 | cyr_word_024341,ahh5324.png | aqq361.png | dbs368.png
9363,3,train_source,1,потому,cyr_word_009695 | cyr_word_014559 | cyr_word_024346,ahh5326.png | aqq363.png | dbs370.png
9364,3,train_source,1,именно,cyr_word_009696 | cyr_word_014560 | cyr_word_024349,ahh5327.png | aqq364.png | dbs371.png
9365,3,train_source,1,такой подход,cyr_phrase_009697 | cyr_phrase_014561 | cyr_phrase_024352,ahh5328.png | aqq365.png | dbs372.png
9367,3,train_source,1,открывает,cyr_word_009699 | cyr_word_014562 | cyr_word_024362,ahh5330.png | aqq367.png | dbs374.png
9368,3,train_source,1,для человека,cyr_phrase_009700 | cyr_phrase_014563 | cyr_phrase_024364,ahh5331.png | aqq368.png | dbs375.png
9369,3,train_source,1,неиссякаемый,cyr_word_009701 | cyr_word_014564 | cyr_word_024366,ahh5332.png | aqq369.png | dbs376.png
9370,3,train_source,1,вдохновения,cyr_word_009702 | cyr_word_014565 | cyr_word_024367,ahh5334.png | aqq371.png | dbs378.png
9371,3,train_source,1,"точкой зрения,",cyr_phrase_009703 | cyr_phrase_014566 | cyr_phrase_024368,ahh5335.png | aqq372.png | dbs379.png
9373,2,train_source,1,писатели,cyr_word_009705 | cyr_word_014568,ahh5342.png | aqq379.png
9374,3,train_source,1,иногда,cyr_word_009706 | cyr_word_014570 | cyr_word_024370,ahh5343.png | aqq380.png | dbs387.png
9375,3,train_source,1,внутренних,cyr_word_009707 | cyr_word_014571 | cyr_word_024371,ahh5348.png | aqq385.png | dbs392.png
9376,3,train_source,1,создания,cyr_word_009708 | cyr_word_014572 | cyr_word_024372,ahh5350.png | aqq387.png | dbs394.png
9378,3,train_source,1,постоянная,cyr_word_009710 | cyr_word_014576 | cyr_word_024376,ahh5369.png | aqq406.png | dbs413.png
9380,3,train_source,1,открытию,cyr_word_009712 | cyr_word_014577 | cyr_word_024377,ahh5371.png | aqq408.png | dbs415.png
9381,3,train_source,1,поэтическое,cyr_word_009713 | cyr_word_014578 | cyr_word_024378,ahh5376.png | aqq413.png | dbs420.png
9382,3,train_source,1,ощущение,cyr_word_009714 | cyr_word_014579 | cyr_word_024379,ahh5377.png | aqq414.png | dbs421.png
9383,3,train_source,1,зарождающиеся,cyr_word_009715 | cyr_word_014580 | cyr_word_024380,ahh5379.png | aqq416.png | dbs423.png
9385,3,train_source,1,с данной,cyr_phrase_009717 | cyr_phrase_014581 | cyr_phrase_024383,ahh5392.png | aqq429.png | dbs436.png
9386,2,train_source,1,"неизвестного,",cyr_word_009718 | cyr_word_014584,ahh5397.png | aqq434.png
9440,2,train_source,1,условий,cyr_word_009772 | cyr_word_017794,ahh665.png | aw684.png
9446,2,train_source,1,реализация,cyr_word_009778 | cyr_word_017796,ahh681.png | aw700.png
9447,2,train_source,1,стоимости,cyr_word_009779 | cyr_word_017797,ahh685.png | aw704.png
9451,2,train_source,1,банк,cyr_word_009783 | cyr_word_017801,ahh738.png | aw757.png
9452,2,train_source,1,производство,cyr_word_009784 | cyr_word_017802,ahh739.png | aw758.png
9455,2,train_source,2,"производство || производство,",cyr_word_009787 | cyr_word_017803,ahh753.png | aw772.png
9460,2,train_source,1,план,cyr_word_009792 | cyr_word_017805,ahh769.png | aw788.png
9461,2,train_source,1,ответ:,cyr_word_009793 | cyr_word_017807,ahh776.png | aw795.png
9463,2,train_source,1,умвд,cyr_word_009795 | cyr_word_017778,ahh779.png | aw599.png
9464,2,train_source,1,россии,cyr_word_009796 | cyr_word_017779,ahh780.png | aw600.png
9465,2,train_source,1,области,cyr_word_009797 | cyr_word_017781,ahh782.png | aw602.png
9466,2,train_source,1,апреля,cyr_word_009798 | cyr_word_017782,ahh788.png | aw608.png
9468,2,train_source,1,обществу с,cyr_phrase_009800 | cyr_phrase_017783,ahh792.png | aw612.png
9469,2,train_source,1,ограниченной,cyr_word_009801 | cyr_word_017784,ahh793.png | aw613.png
9470,2,train_source,1,ответственностью,cyr_word_009802 | cyr_word_017785,ahh795.png | aw615.png
9473,2,train_source,1,олимп,cyr_word_009805 | cyr_word_017786,ahh800.png | aw620.png
9475,2,train_source,1,4632049270,cyr_word_009807 | cyr_word_017788,ahh810.png | aw630.png
9476,2,train_source,1,305023,cyr_word_009808 | cyr_word_017789,ahh812.png | aw632.png
9477,2,train_source,1,"курск, ул.",cyr_phrase_009809 | cyr_phrase_017790,ahh813.png | aw633.png
9478,2,train_source,1,3-я песковская,cyr_phrase_009810 | cyr_phrase_017791,ahh814.png | aw634.png
9480,2,train_source,1,апреля 2015,cyr_phrase_009812 | cyr_phrase_017792,ahh825.png | aw645.png
9481,2,train_source,1,в.и. сидоров,cyr_phrase_009813 | cyr_phrase_017793,ahh828.png | aw648.png
9484,2,train_source,1,лекция,cyr_word_009816 | cyr_word_017711,ahh852.png | aw1485.png
9488,2,train_source,1,общества,cyr_word_009820 | cyr_word_017712,ahh869.png | aw1502.png
9493,2,train_source,1,единяет,cyr_word_009825 | cyr_word_017718,ahh904.png | aw1537.png
9497,2,train_source,1,так,cyr_word_009829 | cyr_word_017720,ahh930.png | aw1563.png
9502,2,train_source,1,технологий,cyr_word_009834 | cyr_word_017721,ahh941.png | aw1574.png
9503,2,train_source,1,работы,cyr_word_009835 | cyr_word_017722,ahh958.png | aw1591.png
9595,2,train_source,1,элемент,cyr_word_009927 | cyr_word_010564,ao1005.png | ao12311.png
9603,2,train_source,1,примеры,cyr_word_009935 | cyr_word_010565,ao1008.png | ao12314.png
9610,2,train_source,1,-идеалы,cyr_word_009942 | cyr_word_010566,ao1010.png | ao12316.png
9615,2,train_source,1,кольца,cyr_word_009947 | cyr_word_010567,ao1011.png | ao12317.png
9630,2,train_source,1,ост-,cyr_word_009962 | cyr_word_010569,ao1016.png | ao12322.png
9636,2,train_source,1,идеалы,cyr_word_009968 | cyr_word_010570,ao1018.png | ao12324.png
9641,2,train_source,1,собственные,cyr_word_009973 | cyr_word_010571,ao1019.png | ao12325.png
9677,2,train_source,1,коммутативное,cyr_word_010009 | cyr_word_010573,ao1026.png | ao12332.png
9681,2,train_source,1,кольцо,cyr_word_010013 | cyr_word_010574,ao1027.png | ao12333.png
9690,2,train_source,1,единицей,cyr_word_010022 | cyr_word_010575,ao1030.png | ao12336.png
9700,2,train_source,1,наз-ся,cyr_word_010032 | cyr_word_010576,ao1034.png | ao12340.png
9713,2,train_source,1,нет,cyr_word_010045 | cyr_word_010577,ao1039.png | ao12345.png
9714,2,train_source,1,собственных,cyr_word_010046 | cyr_word_010578,ao1040.png | ao12346.png
9715,2,train_source,1,идеалов,cyr_word_010047 | cyr_word_010579,ao1041.png | ao12347.png
9717,2,train_source,1,док-во:,cyr_word_010049 | cyr_word_010580,ao1043.png | ao12349.png
9718,2,train_source,1,пусть,cyr_word_010050 | cyr_word_010581,ao1045.png | ao12351.png
9721,2,train_source,1,теорема,cyr_word_010053 | cyr_word_010582,ao1049.png | ao12355.png
9752,2,train_source,1,колец,cyr_word_010084 | cyr_word_010583,ao1059.png | ao12365.png
9755,2,train_source,1,идеалов,cyr_word_010087 | cyr_word_010584,ao1060.png | ao12366.png
9760,2,train_source,1,существует.,cyr_word_010092 | cyr_word_010585,ao1061.png | ao12367.png
9784,2,train_source,1,единицой.,cyr_word_010116 | cyr_word_010586,ao1069.png | ao12375.png
9829,2,train_source,1,док-во:,cyr_word_010161 | cyr_word_010587,ao1084.png | ao12390.png
9857,2,train_source,1,наш.,cyr_word_010189 | cyr_word_010588,ao1090.png | ao12396.png
9882,2,train_source,1,предположению,cyr_word_010214 | cyr_word_010591,ao1100.png | ao12406.png
9900,2,train_source,1,пример,cyr_word_010232 | cyr_word_010593,ao1105.png | ao12411.png
10324,2,train_source,1,кратных,cyr_word_010681 | cyr_word_011823,ao12810.png | ao3959.png
10325,2,train_source,1,корней,cyr_word_010682 | cyr_word_011824,ao12811.png | ao3960.png
10327,2,train_source,1,сепарабельно,cyr_word_010684 | cyr_word_011825,ao12816.png | ao3965.png
10330,2,train_source,1,самые,cyr_word_010687 | cyr_word_011827,ao12829.png | ao3978.png
10331,2,train_source,1,рассуждения,cyr_word_010688 | cyr_word_011828,ao12830.png | ao3979.png
10332,2,train_source,1,теоремы,cyr_word_010689 | cyr_word_011829,ao12834.png | ao3983.png
10333,2,train_source,1,утв 24,cyr_phrase_010690 | cyr_phrase_011830,ao12837.png | ao3986.png
10334,2,train_source,1,"-сепарабельны,",cyr_word_010691 | cyr_word_011831,ao12844.png | ao3993.png
10335,2,train_source,1,конечные,cyr_word_010692 | cyr_word_011832,ao12848.png | ao3997.png
10338,2,train_source,1,док-во:,cyr_word_010695 | cyr_word_011833,ao12850.png | ao3999.png
14179,2,train_source,1,талантливые,cyr_word_014567 | cyr_word_024369,aqq377.png | dbs384.png
14181,2,train_source,1,занятиям,cyr_word_014573 | cyr_word_024373,aqq400.png | dbs407.png
14182,2,train_source,1,человека,cyr_word_014574 | cyr_word_024374,aqq403.png | dbs410.png
14183,2,train_source,1,побуждают,cyr_word_014575 | cyr_word_024375,aqq404.png | dbs411.png
14185,2,train_source,1,деятельность,cyr_word_014583 | cyr_word_024385,aqq433.png | dbs440.png
14327,2,train_source,1,евгений,cyr_word_014726 | cyr_word_058507,arr10.png | rr10.png
14328,2,train_source,1,евгений,cyr_word_014727 | cyr_word_058508,arr11.png | rr11.png
14329,2,train_source,1,евгений,cyr_word_014728 | cyr_word_058509,arr12.png | rr12.png
14330,2,train_source,1,евгений,cyr_word_014729 | cyr_word_058510,arr14.png | rr14.png
